ASV_ID,Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV2401,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Helotiales,Rutstroemiaceae,unclassified_f__Rutstroemiaceae,unclassified_f__Rutstroemiaceae
ASV2757,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe_apala
ASV1064,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Papulaspora,Papulaspora_sp
ASV1263,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus_f__Cryptococcaceae,Cryptococcus_heimaeyensis
ASV1211,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Hydropisphaera,Hydropisphaera_erubescens
ASV118,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_chlamydosporus
ASV2134,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV467,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Monilinia,unclassified_g__Monilinia
ASV2465,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium_marquandii
ASV1482,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV1398,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Dissoconiaceae,Dissoconium,unclassified_g__Dissoconium
ASV1337,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,unclassified_g__Aspergillus
ASV12,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV1789,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Neocosmospora,Neocosmospora_rubicola
ASV1771,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV524,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_simplicissimum
ASV2281,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Helotiales,unclassified_o__Helotiales,unclassified_o__Helotiales,unclassified_o__Helotiales
ASV1705,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV630,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV1697,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV2612,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,unclassified_o__Chaetothyriales,unclassified_o__Chaetothyriales,unclassified_o__Chaetothyriales
ASV1877,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,Fungi_sp
ASV1048,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,Cleistothelebolus,Cleistothelebolus_nipigonensis
ASV1444,Eukaryota,Fungi,Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota
ASV1538,Eukaryota,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Sporobolomyces,Sporobolomyces_phaffii
ASV320,Eukaryota,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Dactylellina,Dactylellina_ellipsospora
ASV1714,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Dinemasporium,Dinemasporium_sp
ASV1965,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,unclassified_g__Cladosporium
ASV813,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Hirsutella,unclassified_g__Hirsutella
ASV2530,Eukaryota,Fungi,Basidiobolomycota,Basidiobolomycetes,Basidiobolales,unclassified_o__Basidiobolales,unclassified_o__Basidiobolales,Basidiobolales_sp
ASV1664,Eukaryota,Fungi,Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota
ASV1353,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,Fungi_sp
ASV1137,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,unclassified_f__Chaetomiaceae,unclassified_f__Chaetomiaceae
ASV769,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV381,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Pseudopithomyces,Pseudopithomyces_chartarum
ASV1122,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,unclassified_f__Ceratobasidiaceae,Ceratobasidiaceae_sp
ASV105,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Mrakia,Mrakia_blollopis
ASV1888,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordyceps_communis
ASV1837,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormiella,Sporormiella_minimoides
ASV2670,Eukaryota,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_elongata
ASV419,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pleospora,Pleospora_bjoerlingii
ASV142,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Kernia,Kernia_sp
ASV1892,Eukaryota,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,unclassified_f__Taphrinaceae,Taphrinaceae_sp
ASV476,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Cryptomarasmius,Cryptomarasmius_minutus
ASV2070,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_byssisedum
ASV2057,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,unclassified_o__Sordariales,unclassified_o__Sordariales,unclassified_o__Sordariales
ASV2764,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Limonomyces,Limonomyces_sp
ASV637,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Setoseptoria,Setoseptoria_arundinacea
ASV1267,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Apodus,Apodus_deciduus
ASV1498,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Fusariella,Fusariella_sp
ASV2497,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV2142,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,Antrodia_malicola
ASV1446,Eukaryota,Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Chrysozymaceae,Sampaiozyma,Sampaiozyma_ingeniosa
ASV506,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Fusicladium,Fusicladium_mandshuricum
ASV2000,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV864,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV132,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia_antarctica
ASV1265,Eukaryota,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,unclassified_o__Paraglomerales,unclassified_o__Paraglomerales,Paraglomerales_sp
ASV1704,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cercophora,Cercophora_mirabilis
ASV24,Eukaryota,Fungi,Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota
ASV1634,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV736,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,Fungi_sp
ASV647,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma_sp
ASV2417,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus_sp
ASV2313,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chaetosphaeria,unclassified_g__Chaetosphaeria
ASV1885,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV129,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,unclassified_o__Chaetothyriales,unclassified_o__Chaetothyriales,unclassified_o__Chaetothyriales
ASV109,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,unclassified_g__Solicoccozyma
ASV1703,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,Fungi_sp
ASV2253,Eukaryota,Fungi,Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota
ASV985,Eukaryota,Fungi,Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota
ASV1772,Eukaryota,Fungi,Glomeromycota,Glomeromycetes,Glomerales,unclassified_o__Glomerales,unclassified_o__Glomerales,unclassified_o__Glomerales
ASV2730,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Saitozyma,Saitozyma_paraflava
ASV124,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV2194,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV94,Eukaryota,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,Chytridiaceae,unclassified_f__Chytridiaceae,Chytridiaceae_sp
ASV1088,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV1223,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus_radians
ASV1539,Eukaryota,Fungi,Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota
ASV924,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,unclassified_f__Psathyrellaceae,unclassified_f__Psathyrellaceae
ASV2243,Eukaryota,Fungi,Ascomycota,Sordariomycetes,unclassified_c__Sordariomycetes,unclassified_c__Sordariomycetes,unclassified_c__Sordariomycetes,unclassified_c__Sordariomycetes
ASV21,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriopsis,Phaeosphaeriopsis_sp
ASV1117,Eukaryota,Fungi,Chytridiomycota,unclassified_p__Chytridiomycota,unclassified_p__Chytridiomycota,unclassified_p__Chytridiomycota,unclassified_p__Chytridiomycota,Chytridiomycota_sp
ASV1645,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,unclassified_f__Meruliaceae,unclassified_f__Meruliaceae
ASV632,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Plenodomus,Plenodomus_salviae
ASV1373,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiotremataceae,Lophiotrema,Lophiotrema_sp
ASV263,Eukaryota,Fungi,Chytridiomycota,unclassified_p__Chytridiomycota,unclassified_p__Chytridiomycota,unclassified_p__Chytridiomycota,unclassified_p__Chytridiomycota,Chytridiomycota_sp
ASV722,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum_truncatum
ASV2560,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV762,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV1677,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusicolla,unclassified_g__Fusicolla
ASV277,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala_moniliae
ASV940,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,unclassified_g__Cercospora
ASV2641,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,unclassified_f__Strophariaceae,unclassified_f__Strophariaceae
ASV2433,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,Fungi_sp
ASV1973,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Striatibotrys,Striatibotrys_rhabdospora
ASV303,Eukaryota,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_clarus
ASV224,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremataceae,Papiliotrema,Papiliotrema_flavescens
ASV2166,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV389,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Leptospora,Leptospora_sp
ASV2173,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,Fungi_sp
ASV806,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,Fungi_sp
ASV1691,Eukaryota,Fungi,Chytridiomycota,unclassified_p__Chytridiomycota,unclassified_p__Chytridiomycota,unclassified_p__Chytridiomycota,unclassified_p__Chytridiomycota,Chytridiomycota_sp
ASV1766,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys_phyllophila
ASV2199,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV866,Eukaryota,Fungi,Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota
ASV331,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,Fungi_sp
ASV2558,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV2746,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Phaeosphaeria_fuckelii
ASV1124,Eukaryota,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus_sp
ASV2250,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Bjerkandera,Bjerkandera_adusta
ASV1845,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV2740,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,unclassified_f__Agaricaceae,unclassified_f__Agaricaceae
ASV1071,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV2383,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV837,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,Fungi_sp
ASV2666,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Isaria,Isaria_fumosorosea
ASV912,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV2607,Eukaryota,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,unclassified_f__Sporidiobolaceae,Sporidiobolaceae_sp
ASV288,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV678,Eukaryota,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,unclassified_f__Sporidiobolaceae,Sporidiobolaceae_sp
ASV1549,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Bradymyces,Bradymyces_sp
ASV2403,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV456,Eukaryota,Fungi,Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,Basidiomycota_sp
ASV2684,Eukaryota,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_indohii
ASV96,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Arnium,Arnium_sp
ASV1176,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella_oryzae
ASV932,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pleospora,Pleospora_bjoerlingii
ASV540,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces_subaurantiacus
ASV920,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV1989,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,Fungi_sp
ASV2727,Eukaryota,Fungi,Basidiomycota,Cystobasidiomycetes,Erythrobasidiales,Erythrobasidiaceae,Erythrobasidium,Erythrobasidium_yunnanense
ASV2362,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV1200,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium_sphaerale
ASV29,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,Fungi_sp
ASV723,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV1185,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,Fungi_sp
ASV1878,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV2317,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,Fungi_sp
ASV1725,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV2165,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,unclassified_f__Aspergillaceae,Aspergillaceae_sp
ASV1374,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,Fungi_sp
ASV1730,Eukaryota,Fungi,Rozellomycota,unclassified_p__Rozellomycota,unclassified_p__Rozellomycota,unclassified_p__Rozellomycota,unclassified_p__Rozellomycota,Rozellomycota_sp
ASV71,Eukaryota,Fungi,Chytridiomycota,unclassified_p__Chytridiomycota,unclassified_p__Chytridiomycota,unclassified_p__Chytridiomycota,unclassified_p__Chytridiomycota,unclassified_p__Chytridiomycota
ASV426,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,Fungi_sp
ASV1841,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV1501,Eukaryota,Fungi,Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,Basidiomycota_sp
ASV226,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Articulospora,Articulospora_sp
ASV2636,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV818,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unclassified_o__Hypocreales,unclassified_o__Hypocreales,unclassified_o__Hypocreales
ASV644,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV262,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,Fungi_sp
ASV2055,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV2588,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Cladobotryum,Cladobotryum_sp
ASV450,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusicolla,Fusicolla_aquaeductuum
ASV2768,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV2496,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV97,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Gonytrichum,Gonytrichum_macrocladum_var._terricola
ASV314,Eukaryota,Fungi,Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota
ASV692,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia_dactyloctenii
ASV2127,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Hyphodermataceae,Hyphoderma,Hyphoderma_nudicephalum
ASV1570,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV793,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV2245,Eukaryota,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Kondoaceae,Kondoa,Kondoa_yuccicola
ASV1355,Eukaryota,Fungi,Ascomycota,Sordariomycetes,unclassified_c__Sordariomycetes,unclassified_c__Sordariomycetes,unclassified_c__Sordariomycetes,unclassified_c__Sordariomycetes
ASV2715,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,unclassified_g__Penicillium
ASV2174,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia_sp
ASV2633,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Trichosphaeriales,Trichosphaeriaceae,unclassified_f__Trichosphaeriaceae,unclassified_f__Trichosphaeriaceae
ASV2353,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV472,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,Fungi_sp
